store,week,unibranddff,upc,descripdff,size,reprice,resales,move,sale,prom,whprice,qty
131,289,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,1.99,165.17,83,B,1,1.519166,1
33,311,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.25,72,32,,0,1.45755,1
131,287,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,1.99,320.39001,161,B,1,1.56016,1
71,364,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.4100001,12.05,5,B,1,2.012109,1
103,399,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.1900001,2.1900001,1,B,1,2.10021,1
33,310,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,1.42,1495.26,1053,S,1,1.459902,1
131,277,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.02,82.82,41,B,1,1.472782,1
33,309,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.99,20.93,7,,0,1.460017,1
77,280,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.1500001,53.75,25,,0,1.33214,1
33,302,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,1.96,194.03999,99,B,1,1.747928,1
51,381,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.8900001,28.9,10,,0,1.928208,1
33,292,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.49,59.759998,24,,0,1.461381,1
124,320,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.99,5.98,2,,0,1.232179,1
33,290,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.1600001,88.559998,41,B,1,1.50012,1
101,388,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.8900001,14.45,5,,0,2.0990069,1
98,283,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,1.6900001,45.630001,27,B,1,1.553279,1
91,372,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.8499999,2.8499999,1,,0,2.1001649,1
33,282,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,1.75,140,80,,0,1.5183001,1
98,288,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.01,64.32,32,B,1,1.5585541,1
98,291,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.6900001,53.799999,20,,0,1.5602,1
98,297,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.8499999,39.900002,14,,0,1.122615,1
133,287,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,1.99,147.25999,74,B,1,1.56016,1
98,298,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,1.49,2600.05,1745,,0,0.96701002,1
130,399,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.3099999,16.17,7,B,1,2.0974801,1
74,355,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.0899999,25.08,12,B,1,1.724041,1
130,390,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,3.05,24.4,8,,0,2.09901,1
59,344,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.3,112.7,49,,0,1.75375,1
130,375,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.99,26.91,9,,0,1.935128,1
9,293,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.28,111.72,49,B,1,1.396728,1
98,300,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.3699999,21.33,9,,0,1.75143,1
130,374,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.99,14.95,5,,0,1.561079,1
91,338,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.8499999,25.65,9,,0,1.76016,1
130,362,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.99,8.9700003,3,,0,1.600248,1
98,311,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,1.85,85.099998,46,,0,1.45595,1
98,320,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.8499999,14.25,5,,0,1.01916,1
130,350,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.22,35.52,16,B,1,1.61505,1
12,325,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.99,35.880001,12,,0,1.909115,1
72,325,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.99,23.92,8,,0,1.909115,1
98,326,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.8499999,31.35,11,,0,1.909215,1
105,386,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.8900001,8.6700001,3,,0,2.0990069,1
130,321,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,1.8099999,19.91,11,,0,0.87531602,1
74,299,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.8499999,19.950001,7,,0,1.530165,1
130,314,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.99,35.880001,12,,0,1.460017,1
130,312,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.02,919.09998,455,,0,1.4531879,1
113,342,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.74,24.66,9,B,1,1.755244,1
130,299,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.99,20.93,7,,0,1.4187551,1
130,298,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,1.5,3129,2086,S,1,0.97275001,1
71,351,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.5,22.5,9,B,1,1.949,1
98,344,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.46,61.5,25,B,1,1.75767,1
98,387,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.8900001,20.23,7,,0,2.0990069,1
130,282,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,1.96,31.360001,16,,0,1.385524,1
88,277,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.1600001,25.92,12,B,1,1.471176,1
113,296,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.8499999,48.450001,17,,0,1.460055,1
98,372,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.8499999,14.25,5,,0,2.1001649,1
98,378,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.8900001,20.23,7,,0,2.0787771,1
80,352,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.5,37.5,15,B,1,1.949,1
98,383,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.8900001,40.459999,14,,0,1.940346,1
72,386,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,3.05,18.299999,6,,0,2.09901,1
81,314,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.8499999,25.65,9,,0,1.460055,1
52,363,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,1.99,575.10999,289,B,1,1.690107,1
98,386,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.8900001,28.9,10,,0,2.0990069,1
126,295,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.71,56.91,21,,0,1.468549,1
48,346,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,1.99,135.32001,68,S,1,1.760155,1
56,380,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.8900001,14.45,5,,0,1.928208,1
67,320,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.8499999,5.6999998,2,,0,1.2320549,1
122,285,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.1500001,58.049999,27,,0,1.5578901,1
70,380,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.45,7.3499999,3,,0,1.9281501,1
32,395,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,3.05,9.1499996,3,,0,1.99409,1
84,296,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.6900001,40.349998,15,,0,1.460132,1
21,393,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.8900001,2.8900001,1,,0,2.100163,1
59,318,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.3900001,4.7800002,2,,0,1.587199,1
129,393,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.8900001,28.9,10,,0,2.085135,1
111,361,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.99,38.869999,13,,0,1.460017,1
86,293,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.29,107.63,47,B,1,1.3991899,1
32,379,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,3.05,42.700001,14,,0,2.0517349,1
129,376,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2,1592,796,S,1,1.7503999,1
53,332,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.99,17.940001,6,,0,1.475266,1
100,278,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,1.76,24.639999,14,,0,1.3904001,1
129,351,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.5,45,18,B,1,1.949,1
28,297,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.8499999,25.65,9,,0,1.317555,1
129,342,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.7,35.099998,13,B,1,1.75473,1
129,339,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.8499999,48.450001,17,,0,1.66611,1
32,366,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.6099999,78.300003,30,B,1,1.822041,1
129,337,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,2.8499999,28.5,10,,0,1.76016,1
100,282,FLDAGOLD,1110000518,FLORIDAGOLD PREM SEL,64 OZ,1.76,24.639999,14,,0,1.3904001,1
